Id,aging
3HAO_HUMAN,0
3HIDH_HUMAN,0
3MG_HUMAN,0
41_HUMAN,0
4EBP1_HUMAN,0
4EBP2_HUMAN,0
4EBP3_HUMAN,0
4ET_HUMAN,0
4F2_HUMAN,0
5HT1A_HUMAN,0
5HT1B_HUMAN,0
5HT1D_HUMAN,0
5HT1E_HUMAN,0
5HT1F_HUMAN,0
5HT2A_HUMAN,0
5HT2B_HUMAN,0
5HT2C_HUMAN,0
5HT3A_HUMAN,0
5HT3B_HUMAN,0
5HT3C_HUMAN,0
5HT3D_HUMAN,0
5HT3E_HUMAN,0
5HT4R_HUMAN,0
5HT5A_HUMAN,0
5HT6R_HUMAN,0
5HT7R_HUMAN,0
5NT1A_HUMAN,0
5NT1B_HUMAN,0
5NT3A_HUMAN,0
5NT3B_HUMAN,0
5NTC_HUMAN,0
5NTD_HUMAN,0
68MP_HUMAN,0
6PGD_HUMAN,0
6PGL_HUMAN,0
7B2_HUMAN,0
8ODP_HUMAN,1
A14EL_HUMAN,0
A16A1_HUMAN,0
A16L1_HUMAN,0
A16L2_HUMAN,0
A1AG1_HUMAN,0
A1AG2_HUMAN,0
A1ATR_HUMAN,0
A1AT_HUMAN,0
A1BG_HUMAN,0
A1CF_HUMAN,0
A2012_HUMAN,0
A20A1_HUMAN,0
A20A2_HUMAN,0
A20A3_HUMAN,0
A20A4_HUMAN,0
A20A5_HUMAN,0
A26L1_HUMAN,0
A2AP_HUMAN,0
A2GL_HUMAN,0
A2MG_HUMAN,1
A2ML1_HUMAN,0
A30BL_HUMAN,0
A3LT2_HUMAN,0
A4AS1_HUMAN,0
A4GAT_HUMAN,0
A4GCT_HUMAN,0
A4_HUMAN,1
A7L3B_HUMAN,0
AA1R_HUMAN,0
AA2AR_HUMAN,0
AA2BR_HUMAN,0
AA3R_HUMAN,0
AAA1_HUMAN,0
AAAD_HUMAN,0
AAAS_HUMAN,0
AAAT_HUMAN,0
AACS_HUMAN,0
AACT_HUMAN,0
AADAT_HUMAN,0
AAED1_HUMAN,0
AAGAB_HUMAN,0
AAK1_HUMAN,0
AAKB1_HUMAN,0
AAKB2_HUMAN,0
AAKG1_HUMAN,0
AAKG2_HUMAN,0
AAKG3_HUMAN,0
AAMDC_HUMAN,0
AAMP_HUMAN,0
AAPK1_HUMAN,0
AAPK2_HUMAN,0
AAR2_HUMAN,0
AARD_HUMAN,0
AAS1_HUMAN,0
AASD1_HUMAN,0
AASS_HUMAN,0
AATC2_HUMAN,0
AATC_HUMAN,0
AATF_HUMAN,0
AATM_HUMAN,0
AB12B_HUMAN,0
AB17A_HUMAN,0
AB17B_HUMAN,0
AB17C_HUMAN,0
AB1IP_HUMAN,0
ABC3A_HUMAN,0
ABC3B_HUMAN,0
ABC3C_HUMAN,0
ABC3D_HUMAN,0
ABC3F_HUMAN,0
ABC3G_HUMAN,0
ABC3H_HUMAN,0
ABCA1_HUMAN,0
ABCA2_HUMAN,0
ABCA3_HUMAN,0
ABCA4_HUMAN,0
ABCA5_HUMAN,0
ABCA6_HUMAN,0
ABCA7_HUMAN,0
ABCA8_HUMAN,0
ABCA9_HUMAN,0
ABCAA_HUMAN,0
ABCAB_HUMAN,0
ABCAC_HUMAN,0
ABCAD_HUMAN,0
ABCB5_HUMAN,0
ABCB6_HUMAN,0
ABCB7_HUMAN,0
ABCB8_HUMAN,0
ABCB9_HUMAN,0
ABCBA_HUMAN,0
ABCBB_HUMAN,0
ABCC8_HUMAN,0
ABCC9_HUMAN,0
ABCCB_HUMAN,0
ABCCD_HUMAN,0
ABCD1_HUMAN,0
ABCD2_HUMAN,0
ABCD3_HUMAN,0
ABCD4_HUMAN,0
ABCE1_HUMAN,0
ABCF1_HUMAN,0
ABCF2_HUMAN,0
ABCF3_HUMAN,0
ABCG1_HUMAN,0
ABCG2_HUMAN,0
ABCG4_HUMAN,0
ABCG5_HUMAN,0
ABCG8_HUMAN,0
ABD12_HUMAN,0
ABD18_HUMAN,0
ABEC1_HUMAN,0
ABEC2_HUMAN,0
ABEC4_HUMAN,0
ABH15_HUMAN,0
ABHD1_HUMAN,0
ABHD2_HUMAN,0
ABHD3_HUMAN,0
ABHD4_HUMAN,0
ABHD5_HUMAN,0
ABHD6_HUMAN,0
ABHD8_HUMAN,0
ABHDA_HUMAN,0
ABHDB_HUMAN,0
ABHDD_HUMAN,0
ABHEA_HUMAN,0
ABHEB_HUMAN,0
ABHGA_HUMAN,0
ABHGB_HUMAN,0
ABI1_HUMAN,0
ABI2_HUMAN,0
ABI3_HUMAN,0
ABL1_HUMAN,1
ABL2_HUMAN,0
ABLM1_HUMAN,0
ABLM2_HUMAN,0
ABLM3_HUMAN,0
ABRAL_HUMAN,0
ABRA_HUMAN,0
ABR_HUMAN,0
ABT1_HUMAN,0
ABTB1_HUMAN,0
ABTB2_HUMAN,0
ACACA_HUMAN,0
ACACB_HUMAN,0
ACAD8_HUMAN,0
ACAD9_HUMAN,0
ACADL_HUMAN,0
ACADM_HUMAN,0
ACADS_HUMAN,0
ACADV_HUMAN,0
ACAP1_HUMAN,0
ACAP2_HUMAN,0
ACAP3_HUMAN,0
ACATN_HUMAN,0
ACBD4_HUMAN,0
ACBD5_HUMAN,0
ACBD6_HUMAN,0
ACBD7_HUMAN,0
ACBG1_HUMAN,0
ACBG2_HUMAN,0
ACBP_HUMAN,0
ACD10_HUMAN,0
ACD11_HUMAN,0
ACDSB_HUMAN,0
ACD_HUMAN,0
ACE2_HUMAN,0
ACER1_HUMAN,0
ACER2_HUMAN,0
ACER3_HUMAN,0
ACES_HUMAN,0
ACE_HUMAN,0
ACH10_HUMAN,0
ACHA2_HUMAN,0
ACHA3_HUMAN,0
ACHA4_HUMAN,0
ACHA5_HUMAN,0
ACHA6_HUMAN,0
ACHA7_HUMAN,0
ACHA9_HUMAN,0
ACHA_HUMAN,0
ACHB2_HUMAN,0
ACHB3_HUMAN,0
ACHB4_HUMAN,0
ACHB_HUMAN,0
ACHD_HUMAN,0
ACHE_HUMAN,0
ACHG_HUMAN,0
ACINU_HUMAN,0
ACK1_HUMAN,0
ACKR1_HUMAN,0
ACKR2_HUMAN,0
ACKR3_HUMAN,0
ACKR4_HUMAN,0
ACL10_HUMAN,0
ACL6A_HUMAN,0
ACL6B_HUMAN,0
ACL7A_HUMAN,0
ACL7B_HUMAN,0
ACLY_HUMAN,0
ACM1_HUMAN,0
ACM2_HUMAN,0
ACM3_HUMAN,0
ACM4_HUMAN,0
ACM5_HUMAN,0
ACMSD_HUMAN,0
ACO11_HUMAN,0
ACO12_HUMAN,0
ACO13_HUMAN,0
ACO15_HUMAN,0
ACOC_HUMAN,0
ACOD_HUMAN,0
ACON_HUMAN,0
ACOT1_HUMAN,0
ACOT2_HUMAN,0
ACOT4_HUMAN,0
ACOT6_HUMAN,0
ACOT8_HUMAN,0
ACOT9_HUMAN,0
ACOX1_HUMAN,0
ACOX2_HUMAN,0
ACOX3_HUMAN,0
ACOXL_HUMAN,0
ACP7_HUMAN,0
ACPH_HUMAN,0
ACPM_HUMAN,0
ACRBP_HUMAN,0
ACRC_HUMAN,0
ACRO_HUMAN,0
ACS2A_HUMAN,0
ACS2B_HUMAN,0
ACS2L_HUMAN,0
ACSA_HUMAN,0
ACSF2_HUMAN,0
ACSF3_HUMAN,0
ACSF4_HUMAN,0
ACSL1_HUMAN,0
ACSL3_HUMAN,0
ACSL4_HUMAN,0
ACSL5_HUMAN,0
ACSL6_HUMAN,0
ACSM1_HUMAN,0
ACSM3_HUMAN,0
ACSM4_HUMAN,0
ACSM5_HUMAN,0
ACSM6_HUMAN,0
ACSS3_HUMAN,0
ACTA_HUMAN,0
ACTBL_HUMAN,0
ACTBM_HUMAN,0
ACTB_HUMAN,0
ACTC_HUMAN,0
ACTG_HUMAN,0
ACTHR_HUMAN,0
ACTH_HUMAN,0
ACTL8_HUMAN,0
ACTL9_HUMAN,0
ACTN1_HUMAN,0
ACTN2_HUMAN,0
ACTN3_HUMAN,0
ACTN4_HUMAN,0
ACTS_HUMAN,0
ACTT1_HUMAN,0
ACTT2_HUMAN,0
ACTT3_HUMAN,0
ACTY_HUMAN,0
ACTZ_HUMAN,0
ACV1B_HUMAN,0
ACV1C_HUMAN,0
ACVL1_HUMAN,0
ACVR1_HUMAN,0
ACY1_HUMAN,0
ACY2_HUMAN,0
ACY3_HUMAN,0
ACYP1_HUMAN,0
ACYP2_HUMAN,0
ADA10_HUMAN,0
ADA11_HUMAN,0
ADA12_HUMAN,0
ADA15_HUMAN,0
ADA17_HUMAN,0
ADA18_HUMAN,0
ADA19_HUMAN,0
ADA1A_HUMAN,0
ADA1B_HUMAN,0
ADA1D_HUMAN,0
ADA20_HUMAN,0
ADA21_HUMAN,0
ADA22_HUMAN,0
ADA23_HUMAN,0
ADA28_HUMAN,0
ADA29_HUMAN,0
ADA2A_HUMAN,0
ADA2B_HUMAN,0
ADA2C_HUMAN,0
ADA30_HUMAN,0
ADA32_HUMAN,0
ADA33_HUMAN,0
ADAD1_HUMAN,0
ADAD2_HUMAN,0
ADAL_HUMAN,0
ADAM2_HUMAN,0
ADAM5_HUMAN,0
ADAM7_HUMAN,0
ADAM8_HUMAN,0
ADAM9_HUMAN,0
ADAP1_HUMAN,0
ADAP2_HUMAN,0
ADAS1_HUMAN,0
ADAS_HUMAN,0
ADAT1_HUMAN,0
ADAT2_HUMAN,0
ADAT3_HUMAN,0
ADA_HUMAN,0
ADCK1_HUMAN,0
ADCK2_HUMAN,0
ADCK5_HUMAN,0
ADCL2_HUMAN,0
ADCL3_HUMAN,0
ADCL4_HUMAN,0
ADCY1_HUMAN,0
ADCY2_HUMAN,0
ADCY3_HUMAN,0
ADCY4_HUMAN,0
ADCY5_HUMAN,1
ADCY6_HUMAN,0
ADCY7_HUMAN,0
ADCY8_HUMAN,0
ADCY9_HUMAN,0
ADCYA_HUMAN,0
ADDA_HUMAN,0
ADDB_HUMAN,0
ADDG_HUMAN,0
ADEC1_HUMAN,0
ADGB_HUMAN,0
ADH1A_HUMAN,0
ADH1B_HUMAN,0
ADH1G_HUMAN,0
ADH4_HUMAN,0
ADH6_HUMAN,0
ADH7_HUMAN,0
ADHX_HUMAN,0
ADIG_HUMAN,0
ADIPL_HUMAN,0
ADIPO_HUMAN,0
ADIP_HUMAN,0
ADIRF_HUMAN,0
ADK_HUMAN,0
ADM2_HUMAN,0
ADM5_HUMAN,0
ADML_HUMAN,0
ADNP2_HUMAN,0
ADNP_HUMAN,0
ADPGK_HUMAN,0
ADPPT_HUMAN,0
ADPRH_HUMAN,0
ADPRM_HUMAN,0
ADR1_HUMAN,0
ADR2_HUMAN,0
ADRB1_HUMAN,0
ADRB2_HUMAN,0
ADRB3_HUMAN,0
ADRM1_HUMAN,0
ADRO_HUMAN,0
ADSV_HUMAN,0
ADT1_HUMAN,0
ADT2_HUMAN,0
ADT3_HUMAN,0
ADT4_HUMAN,0
ADTRP_HUMAN,0
ADX_HUMAN,0
AEBP1_HUMAN,0
AEBP2_HUMAN,0
AEDO_HUMAN,0
AEGP_HUMAN,0
AEN_HUMAN,0
AES_HUMAN,0
AF10_HUMAN,0
AF17_HUMAN,0
AF1L1_HUMAN,0
AF1L2_HUMAN,0
AF1Q_HUMAN,0
AF9_HUMAN,0
AFAD_HUMAN,0
AFAM_HUMAN,0
AFAP1_HUMAN,0
AFAS1_HUMAN,0
AFF1_HUMAN,0
AFF2_HUMAN,0
AFF3_HUMAN,0
AFF4_HUMAN,0
AFG32_HUMAN,0
AFTIN_HUMAN,0
AG10A_HUMAN,0
AG10B_HUMAN,0
AG1L2_HUMAN,0
AGA11_HUMAN,0
AGAL_HUMAN,0
AGAP1_HUMAN,0
AGAP2_HUMAN,0
AGAP3_HUMAN,0
AGAP4_HUMAN,0
AGAP5_HUMAN,0
AGAP6_HUMAN,0
AGAP7_HUMAN,0
AGAP9_HUMAN,0
AGFG1_HUMAN,0
AGFG2_HUMAN,0
AGGF1_HUMAN,0
AGIT1_HUMAN,0
AGK_HUMAN,0
AGM1_HUMAN,0
AGO1_HUMAN,0
AGO2_HUMAN,0
AGO3_HUMAN,0
AGO4_HUMAN,0
AGP14_HUMAN,0
AGR2_HUMAN,0
AGR3_HUMAN,0
AGRA1_HUMAN,0
AGRA2_HUMAN,0
AGRA3_HUMAN,0
AGRB2_HUMAN,0
AGRB3_HUMAN,0
AGRD1_HUMAN,0
AGRD2_HUMAN,0
AGRE1_HUMAN,0
AGRE2_HUMAN,0
AGRE3_HUMAN,0
AGRE4_HUMAN,0
AGRF1_HUMAN,0
AGRF2_HUMAN,0
AGRF3_HUMAN,0
AGRF4_HUMAN,0
AGRF5_HUMAN,0
AGRG1_HUMAN,0
AGRG2_HUMAN,0
AGRG3_HUMAN,0
AGRG4_HUMAN,0
AGRG5_HUMAN,0
AGRG6_HUMAN,0
AGRG7_HUMAN,0
AGRIN_HUMAN,0
AGRL1_HUMAN,0
AGRL2_HUMAN,0
AGRL3_HUMAN,0
AGRL4_HUMAN,0
AGRP_HUMAN,0
AGT2_HUMAN,0
AGTR1_HUMAN,1
AGTR2_HUMAN,0
AHDC1_HUMAN,0
AHI1_HUMAN,0
AHNK2_HUMAN,0
AHNK_HUMAN,0
AHRR_HUMAN,0
AHR_HUMAN,0
AHSA1_HUMAN,0
AHSA2_HUMAN,0
AHSP_HUMAN,0
AICDA_HUMAN,0
AIDA_HUMAN,0
AIF1L_HUMAN,0
AIF1_HUMAN,0
AIFM1_HUMAN,1
AIFM2_HUMAN,0
AIFM3_HUMAN,0
AIG1_HUMAN,0
AIM1L_HUMAN,0
AIM1_HUMAN,0
AIM2_HUMAN,0
AIMP1_HUMAN,0
AIMP2_HUMAN,0
AINX_HUMAN,0
AIPL1_HUMAN,0
AIP_HUMAN,0
AIRE_HUMAN,0
AJAP1_HUMAN,0
AJUBA_HUMAN,0
AK17A_HUMAN,0
AK1A1_HUMAN,0
AK1BA_HUMAN,0
AK1BF_HUMAN,0
AK1C1_HUMAN,0
AK1C2_HUMAN,0
AK1C3_HUMAN,0
AK1C4_HUMAN,0
AK1D1_HUMAN,0
AKA10_HUMAN,0
AKA11_HUMAN,0
AKA12_HUMAN,0
AKA28_HUMAN,0
AKA7A_HUMAN,0
AKA7G_HUMAN,0
AKAI1_HUMAN,0
AKAP1_HUMAN,0
AKAP2_HUMAN,0
AKAP3_HUMAN,0
AKAP4_HUMAN,0
AKAP5_HUMAN,0
AKAP6_HUMAN,0
AKAP8_HUMAN,0
AKAP9_HUMAN,0
AKCL1_HUMAN,0
AKCL2_HUMAN,0
AKD1A_HUMAN,0
AKD1B_HUMAN,0
AKIB1_HUMAN,0
AKIP1_HUMAN,0
AKIP_HUMAN,0
AKIR1_HUMAN,0
AKIR2_HUMAN,0
AKNA_HUMAN,0
AKND1_HUMAN,0
AKP13_HUMAN,0
AKP8L_HUMAN,0
AKT1_HUMAN,1
AKT2_HUMAN,0
AKT3_HUMAN,0
AKTIP_HUMAN,0
AKTS1_HUMAN,0
AL14E_HUMAN,0
AL1A1_HUMAN,0
AL1A2_HUMAN,0
AL1A3_HUMAN,0
AL1B1_HUMAN,0
AL1L1_HUMAN,0
AL1L2_HUMAN,0
AL2CL_HUMAN,0
AL2SA_HUMAN,0
AL2SB_HUMAN,0
AL3A1_HUMAN,0
AL3A2_HUMAN,0
AL3B1_HUMAN,0
AL3B2_HUMAN,0
AL4A1_HUMAN,0
AL5AP_HUMAN,0
AL7A1_HUMAN,0
AL8A1_HUMAN,0
AL9A1_HUMAN,0
ALAT1_HUMAN,0
ALAT2_HUMAN,0
ALBU_HUMAN,0
ALDH2_HUMAN,0
ALDOA_HUMAN,0
ALDOB_HUMAN,0
ALDOC_HUMAN,0
ALDR_HUMAN,0
ALEX_HUMAN,0
ALG11_HUMAN,0
ALG12_HUMAN,0
ALG13_HUMAN,0
ALG14_HUMAN,0
ALG1L_HUMAN,0
ALG1_HUMAN,0
ALG2_HUMAN,0
ALG3_HUMAN,0
ALG5_HUMAN,0
ALG6_HUMAN,0
ALG8_HUMAN,0
ALG9_HUMAN,0
ALKB1_HUMAN,0
ALKB2_HUMAN,0
ALKB3_HUMAN,0
ALKB4_HUMAN,0
ALKB5_HUMAN,0
ALKB6_HUMAN,0
ALKB7_HUMAN,0
ALKB8_HUMAN,0
ALKMO_HUMAN,0
ALK_HUMAN,0
ALLC_HUMAN,0
ALMS1_HUMAN,0
ALPK1_HUMAN,0
ALPK2_HUMAN,0
ALPK3_HUMAN,0
ALR_HUMAN,0
ALS2_HUMAN,0
ALS_HUMAN,0
ALX1_HUMAN,0
ALX3_HUMAN,0
ALX4_HUMAN,0
AMACR_HUMAN,0
AMBN_HUMAN,0
AMBP_HUMAN,0
AMD_HUMAN,0
AMELX_HUMAN,0
AMELY_HUMAN,0
AMER1_HUMAN,0
AMER2_HUMAN,0
AMER3_HUMAN,0
AMERL_HUMAN,0
AMFR_HUMAN,0
AMGO1_HUMAN,0
AMGO2_HUMAN,0
AMGO3_HUMAN,0
AMHR2_HUMAN,0
AMMR1_HUMAN,0
AMN1_HUMAN,0
AMNLS_HUMAN,0
AMOL1_HUMAN,0
AMOL2_HUMAN,0
AMOT_HUMAN,0
AMPB_HUMAN,0
AMPD1_HUMAN,0
AMPD2_HUMAN,0
AMPD3_HUMAN,0
AMPE_HUMAN,0
AMPH_HUMAN,0
AMPL_HUMAN,0
AMPN_HUMAN,0
AMPO_HUMAN,0
AMPQ_HUMAN,0
AMRA1_HUMAN,0
AMRP_HUMAN,0
AMTN_HUMAN,0
AMY1_HUMAN,0
AMY2B_HUMAN,0
AMYP_HUMAN,0
AMZ1_HUMAN,0
AMZ2_HUMAN,0
AN13A_HUMAN,0
AN13B_HUMAN,0
AN13C_HUMAN,0
AN13D_HUMAN,0
AN18A_HUMAN,0
AN18B_HUMAN,0
AN20B_HUMAN,0
AN30A_HUMAN,0
AN30B_HUMAN,0
AN32A_HUMAN,0
AN32B_HUMAN,0
AN32C_HUMAN,0
AN32D_HUMAN,0
AN32E_HUMAN,0
AN33B_HUMAN,0
AN34A_HUMAN,0
AN34B_HUMAN,0
AN34C_HUMAN,0
AN36A_HUMAN,0
AN36B_HUMAN,0
AN36C_HUMAN,0
ANAG_HUMAN,0
ANC2_HUMAN,0
ANCHR_HUMAN,0
ANDR_HUMAN,1
ANFB_HUMAN,0
ANFC_HUMAN,0
ANFY1_HUMAN,0
ANF_HUMAN,0
ANGE1_HUMAN,0
ANGE2_HUMAN,0
ANGI_HUMAN,0
ANGL1_HUMAN,0
ANGL2_HUMAN,0
ANGL3_HUMAN,0
ANGL4_HUMAN,0
ANGL5_HUMAN,0
ANGL6_HUMAN,0
ANGL7_HUMAN,0
ANGL8_HUMAN,0
ANGP1_HUMAN,0
ANGP2_HUMAN,0
ANGP4_HUMAN,0
ANGT_HUMAN,0
ANHX_HUMAN,0
ANK1_HUMAN,0
ANK2_HUMAN,0
ANK3_HUMAN,0
ANKAR_HUMAN,0
ANKE1_HUMAN,0
ANKF1_HUMAN,0
ANKH1_HUMAN,0
ANKH_HUMAN,0
ANKK1_HUMAN,0
ANKL1_HUMAN,0
ANKL2_HUMAN,0
ANKR1_HUMAN,0
ANKR2_HUMAN,0
ANKR6_HUMAN,0
ANKR7_HUMAN,0
ANKR9_HUMAN,0
ANKS3_HUMAN,0
ANKS6_HUMAN,0
ANKUB_HUMAN,0
ANKY1_HUMAN,0
ANKY2_HUMAN,0
ANKZ1_HUMAN,0
ANLN_HUMAN,0
ANM1_HUMAN,0
ANM2_HUMAN,0
ANM3_HUMAN,0
ANM5_HUMAN,0
ANM6_HUMAN,0
ANM7_HUMAN,0
ANM8_HUMAN,0
ANM9_HUMAN,0
ANO10_HUMAN,0
ANO1_HUMAN,0
ANO2_HUMAN,0
ANO3_HUMAN,0
ANO4_HUMAN,0
ANO5_HUMAN,0
ANO6_HUMAN,0
ANO7_HUMAN,0
ANO8_HUMAN,0
ANO9_HUMAN,0
ANPRA_HUMAN,0
ANPRB_HUMAN,0
ANPRC_HUMAN,0
ANR10_HUMAN,0
ANR11_HUMAN,0
ANR12_HUMAN,0
ANR16_HUMAN,0
ANR17_HUMAN,0
ANR19_HUMAN,0
ANR22_HUMAN,0
ANR23_HUMAN,0
ANR24_HUMAN,0
ANR26_HUMAN,0
ANR27_HUMAN,0
ANR28_HUMAN,0
ANR29_HUMAN,0
ANR31_HUMAN,0
ANR33_HUMAN,0
ANR35_HUMAN,0
ANR37_HUMAN,0
ANR39_HUMAN,0
ANR40_HUMAN,0
ANR42_HUMAN,0
ANR44_HUMAN,0
ANR45_HUMAN,0
ANR46_HUMAN,0
ANR49_HUMAN,0
ANR50_HUMAN,0
ANR52_HUMAN,0
ANR53_HUMAN,0
ANR54_HUMAN,0
ANR55_HUMAN,0
ANR60_HUMAN,0
ANR61_HUMAN,0
ANR62_HUMAN,0
ANR63_HUMAN,0
ANR65_HUMAN,0
ANR66_HUMAN,0
ANRA2_HUMAN,0
ANS1A_HUMAN,0
ANS1B_HUMAN,0
ANS4B_HUMAN,0
ANT3_HUMAN,0
ANTR1_HUMAN,0
ANTR2_HUMAN,0
ANTRL_HUMAN,0
ANX10_HUMAN,0
ANX11_HUMAN,0
ANX13_HUMAN,0
ANXA1_HUMAN,0
ANXA2_HUMAN,0
ANXA3_HUMAN,0
ANXA4_HUMAN,0
ANXA5_HUMAN,0
ANXA6_HUMAN,0
ANXA7_HUMAN,0
ANXA8_HUMAN,0
ANXA9_HUMAN,0
AOAH_HUMAN,0
AOC1_HUMAN,0
AOC2_HUMAN,0
AOC3_HUMAN,0
AOFA_HUMAN,0
AOFB_HUMAN,0
AOXA_HUMAN,0
AP180_HUMAN,0
AP1AR_HUMAN,0
AP1B1_HUMAN,0
AP1G1_HUMAN,0
AP1G2_HUMAN,0
AP1M1_HUMAN,0
AP1M2_HUMAN,0
AP1S1_HUMAN,0
AP1S2_HUMAN,0
AP1S3_HUMAN,0
AP2A1_HUMAN,0
AP2A2_HUMAN,0
AP2A_HUMAN,1
AP2B1_HUMAN,0
AP2B_HUMAN,0
AP2C_HUMAN,0
AP2D_HUMAN,0
AP2E_HUMAN,0
AP2M1_HUMAN,0
AP2S1_HUMAN,0
AP3B1_HUMAN,0
AP3B2_HUMAN,0
AP3D1_HUMAN,0
AP3M1_HUMAN,0
AP3M2_HUMAN,0
AP3S1_HUMAN,0
AP3S2_HUMAN,0
AP4AT_HUMAN,0
AP4A_HUMAN,0
AP4B1_HUMAN,0
AP4E1_HUMAN,0
AP4M1_HUMAN,0
AP4S1_HUMAN,0
AP5B1_HUMAN,0
AP5M1_HUMAN,0
AP5S1_HUMAN,0
AP5Z1_HUMAN,0
APAF_HUMAN,0
APBA1_HUMAN,0
APBA2_HUMAN,0
APBA3_HUMAN,0
APBB1_HUMAN,0
APBB2_HUMAN,0
APBB3_HUMAN,0
APBP2_HUMAN,0
APC10_HUMAN,0
APC11_HUMAN,0
APC13_HUMAN,0
APC15_HUMAN,0
APC16_HUMAN,0
APC1_HUMAN,0
APC4_HUMAN,0
APC5_HUMAN,0
APC7_HUMAN,0
APCD1_HUMAN,0
APCDL_HUMAN,0
APCL_HUMAN,0
APC_HUMAN,0
APEL_HUMAN,0
APEX1_HUMAN,1
APEX2_HUMAN,0
APH1A_HUMAN,0
APH1B_HUMAN,0
API5_HUMAN,0
APJ_HUMAN,0
APLD1_HUMAN,0
APLF_HUMAN,0
APLP1_HUMAN,0
APLP2_HUMAN,0
APMAP_HUMAN,0
APOA1_HUMAN,0
APOA2_HUMAN,0
APOA4_HUMAN,0
APOA5_HUMAN,0
APOA_HUMAN,0
APOBR_HUMAN,0
APOB_HUMAN,0
APOC1_HUMAN,0
APOC2_HUMAN,0
APOC3_HUMAN,1
APOC4_HUMAN,0
APOD_HUMAN,0
APOE_HUMAN,1
APOF_HUMAN,0
APOH_HUMAN,0
APOL1_HUMAN,0
APOL2_HUMAN,0
APOL3_HUMAN,0
APOL4_HUMAN,0
APOL5_HUMAN,0
APOL6_HUMAN,0
APOM_HUMAN,0
APOP1_HUMAN,0
APRG1_HUMAN,0
APRIO_HUMAN,0
APRV1_HUMAN,0
APR_HUMAN,0
APTX_HUMAN,1
APT_HUMAN,0
AQ12A_HUMAN,0
AQ12B_HUMAN,0
AQP10_HUMAN,0
AQP11_HUMAN,0
AQP1_HUMAN,0
AQP2_HUMAN,0
AQP3_HUMAN,0
AQP4_HUMAN,0
AQP5_HUMAN,0
AQP6_HUMAN,0
AQP73_HUMAN,0
AQP7_HUMAN,0
AQP8_HUMAN,0
AQP9_HUMAN,0
AQR_HUMAN,0
AR13A_HUMAN,0
AR13B_HUMAN,0
AR26L_HUMAN,0
AR2BP_HUMAN,0
AR6P1_HUMAN,0
AR6P4_HUMAN,0
AR6P6_HUMAN,0
ARAF_HUMAN,0
ARAID_HUMAN,0
ARAP1_HUMAN,0
ARAP2_HUMAN,0
ARAP3_HUMAN,0
ARAS1_HUMAN,0
ARBK1_HUMAN,0
ARBK2_HUMAN,0
ARC1A_HUMAN,0
